Comment,is_positive
"Too bad Its a good game but I had to eat so I turned my device off and came back later. When I tried to load the game its wouldn't get to the charachter selection, it would just crash. Too bad",0
No hints I love this game but I'm stuck on lvl 3 and the game provides no hints.  Very frustrated.,0
Refund It sucks. Please refund my money.,0
"Can't print or save to camera roll Please tell me how to print to my wireless printer or how to save to the camera roll. I hope I didn't just waste 3.99. When I click the buttons, nothing happens at all.",0
"Cant play I've been playing this game for a long time and suddenly I cant play, it says it fails to authenticate licensing for my purchase, I have tried reinstalling and still get this error, can this be fixed please ",0
"Interesting Good app very good my 18 month son loved it and plays well with it. Good background and smooth, nice graphics and very easy even he can follow and touch each animal.",1
"Can someone tell me how to play this... I can't move my fruits, may be you should try to develop the game with vegetables next time.......Uninstalling",0
"Nexus 5 the character graphics have been updated since I played it on the snes, but still pretty great implementation of a classic.",1
"Time Waste Play less,adds more.some time strucks the game.don't waste you time",0
Love it But.. Please try to fix the lagginess I know not everything can be perfect but this is a wonderful game,1
Sucks It only gives you the bathroom to clean,0
The new update I can't read anymore manga. I feel like I'm going to Uninstall this app and get another one. Waste of my time,0
"On the money and helpfull, hubby works with meterology and rates this one",1
Beautiful The best of train sim fans of all time The best game i evr had... Please add track changing ....and also introduce it on the great INDIAN RAILWAYS please please please,1
Useless app By using this app we can only compare all Cab fares...bt we cant book Cab by using app..so only for fare comparison why should we use this app,0
Loved it,1
"Brilliant, but why can't I connect g watch r Seems a bit pointless when other android wear devices are supported.",1
Crashed on a new level Third level of the new episode crashes. Please fix this as I paid for this app.,0
They needed to make a 0 star for this game Only half of the instruments worked it wouldnt let me leave the screen and then it my tablet and messed up my setting. WORST GAME EVER DONT GET IT,0
GREAT Odd Sheep...can I be a part of you team..really wanna help improve this best VR app ever..I almost asked my auntie to buy me an occulus rift but then I found this..pls Odd Sheep guys..pls let me be part of you AWESOME TEAM PLS REPLY,1
"Really This sucks, it doesn't even work. I downloaded 2 texture packs and they didn't even pop up. I even read a tutorial",0
Weak A better looking but worse version of a game by a similar name.  Tons of cars There's like 7. Pass,0
"I was fooled Didn't read disclaimer at bottom. I think it might be illegal to actually use NOAA in your app name if not affiliated at all.  I emailed you first...no reply...uninstalled, station won't load. 0.99 is my price for not reading fully",0
"Can't play region 4 South Africa The game is perfect in the first 3 regions, but when it comes to the the fourth region South Africa, it lags for a few second and then freezes.. Have to force restart my Sony Xperia C.. What's up",0
Nnamdi It's safer and easier. Fantastic app for security purpose. Great job,1
What the heck Game is awful on every tablet Players have no arms and are just flying around I want a refund or fix it,0
Lol I really like i real guitar but know i dont think so that theres a guitar right here free A real guitar,1
Excellent A great game and the developer responded to my questions very quickly.  I cannot recommend this game and developer enough.,1
No Kerala state information so i will give 0  mmm but give1,0
"Boring Nice job setting up but kinda boring,no affense",0
Are ye to mooje 2 crore se direct 1000 pe laya aur use din se ek baar bhi uper nahi aaya i hate,0
"Blocked a call, brill I was getting the same call every day, checked what it was on this app and it was a cold caller, blocked it and now I only know when they call when I check the app. So that's 5 big stars from me.",1
GUESS  THE  MOVIE    CHARACTERS GREAT FOR EXERCISING THOSE MEMORY  AREAS OF THE  BRAIN,1
Awesome My 8 yearold daughter loves playing these learning games Worth the money ,1
Hate it impossible Dumb ways to die2 sucks dumb game impossible to do some of the missions,0
Darun prochesta. Kintu pure tablar sound hole valo hoto. Orchestra ta valo. Over all majar. Aap ta interesting. Aktu bujte hobe.,1
Fix it It always stops in the middle of a call and my friends can't call me back .,0
Say it is not licence Does not work,0
Ads,0
Wow I am just obsesed with music and this app is really perfect for me.,1
"Best crossword app Excellent support.  I reported a problem with one of the updates, had a response within a couple of hours and a fix was released a few days later.  Other app developers could learn a lot about customer service from this company.",1
This is the best app but Has been filtered in iran..,0
Asome This game is asome,1
Kotor No text shows up in any of my conversations. Makes it impossible to play without knowing how to answer. Fix it,0
"Picture I thought that this is a good game but,,,it only shows a batsman and a umpire's picture",0
Good Keep the good job 1.99 well spent.,1
Supporting Don't NEED pro features. They're nice...but I'll pay just to support chainfire and all his dedicationhard work.,1
"Freezes I'm very disappointed in this game I love playing the Sims,but ur freezes up within five minutes of me.playing Needs fixed and you guys are ignoring the issue it's not fair because we PAID for this game",0
"Perfect Learning while having fun, love it",1
"Very enjoyable app Great for passing time, keeps me occupied.. Ty",1
Petting zoo,1
Love it This is a great thinking game.  keep your memory sharp. I'm not quite old yet at my memory is getting bad this game has really helped it has hidden games has it has puzzles it is a great game I love it,1
